t_id,SourcePort,Destination Port,NATSourcePort,NATDestinationPort,Action,Bytes,BytesSent,BytesReceived,Packets,ElapsedTime,pkts_sent,pkts_received
61051,1114,37965,0,0,deny,62,62,0,1,0,1,0
61052,56131,445,0,0,drop,70,70,0,1,0,1,0
61053,56129,445,0,0,drop,70,70,0,1,0,1,0
61054,56128,445,0,0,drop,70,70,0,1,0,1,0
61055,60192,35440,0,0,deny,66,66,0,1,0,1,0
61056,57729,19750,0,0,deny,66,66,0,1,0,1,0
61057,51083,445,0,0,drop,70,70,0,1,0,1,0
61058,51080,445,0,0,drop,70,70,0,1,0,1,0
61059,59914,65473,0,0,deny,145,145,0,1,0,1,0
61060,51076,445,0,0,drop,70,70,0,1,0,1,0
61061,53395,50321,40284,50321,allow,7546,4168,3378,37,53,24,13
61062,61460,80,11498,80,allow,1507,1184,323,11,79,7,4
61063,58429,53,0,0,allow,1254,160,1094,4,49,2,2
61064,57470,31381,16195,31381,allow,792,792,0,13,1200,13,0
61065,57356,53,56372,53,allow,815,95,720,2,30,1,1
61066,45434,443,37816,443,allow,74123,16210,57913,106,57,52,54
61067,51730,33399,18349,33399,allow,66,66,0,1,5,1,0
61068,61458,443,40730,443,allow,3505,2042,1463,27,82,15,12
61069,42090,443,46273,443,allow,5041,817,4224,20,373,8,12
61070,43098,443,63074,443,allow,3133,1883,1250,19,16,9,10
61071,51745,2572,13644,2572,allow,70,70,0,2,8,2,0
61072,49308,53,0,0,allow,180,80,100,2,30,1,1
61073,51724,25807,42911,25807,allow,66,66,0,1,5,1,0
61074,43735,53,43735,53,allow,216,88,128,2,30,1,1
61075,49650,53,63255,53,allow,322,110,212,4,30,2,2
61076,56421,53,23965,53,allow,170,87,83,2,30,1,1
61077,51870,53,51870,53,allow,825,99,726,2,30,1,1
61078,57061,53,26951,53,allow,711,87,624,2,30,1,1
61079,53227,443,53227,443,allow,4107,2486,1621,20,24,10,10
61080,53228,443,53228,443,allow,4456,2436,2020,19,24,10,9
61081,38363,15000,1161,15000,allow,130,70,60,2,6,1,1
61082,63751,17102,12860,17102,allow,312,132,180,6,6,3,3
61083,49045,80,27391,80,allow,1105,624,481,13,316,7,6
61084,54817,443,47884,443,allow,12861,6761,6100,34,164,20,14
61085,54818,443,9214,443,allow,13069,6969,6100,37,164,23,14
61086,51727,1024,54726,1024,allow,66,66,0,1,5,1,0
61087,51744,1678,51884,1678,allow,70,70,0,2,8,2,0
61088,50068,53,50068,53,allow,240,96,144,2,30,1,1
61089,49650,53,21786,53,allow,216,110,106,2,30,1,1
61090,56980,53,43925,53,allow,701,88,613,2,30,1,1
61091,60913,443,14058,443,allow,18805,1162,17643,28,135,11,17
61092,54032,53,0,0,allow,195,79,116,2,31,1,1
61093,64933,53,1484,53,allow,738,86,652,2,31,1,1
61094,19229,53,19229,53,allow,213,87,126,2,31,1,1
61095,57281,53,58597,53,allow,711,87,624,2,31,1,1
61096,56760,53,60380,53,allow,760,96,664,2,31,1,1
61097,61716,443,60379,443,allow,3168,1038,2130,16,136,8,8
61098,30960,45682,63379,45682,allow,330,330,0,6,3609,6,0
61099,15503,27645,52952,27645,allow,480,149,331,2,1200,1,1
61100,6881,6881,14545,6881,allow,492,150,342,2,1200,1,1
61101,51075,445,0,0,drop,70,70,0,1,0,1,0
61102,51530,445,0,0,drop,66,66,0,1,0,1,0
61103,38484,48637,0,0,deny,60,60,0,1,0,1,0
61104,56124,445,0,0,drop,70,70,0,1,0,1,0
61105,56118,445,0,0,drop,70,70,0,1,0,1,0
61106,42119,36237,0,0,deny,66,66,0,1,0,1,0
61107,41156,53,41156,53,allow,216,82,134,2,31,1,1
61108,49162,53,61794,53,allow,371,94,277,2,29,1,1
61109,49650,53,24810,53,allow,216,110,106,2,29,1,1
61110,123,123,13833,123,allow,184,94,90,2,30,1,1
61111,57470,43155,32052,43155,allow,594,594,0,10,1199,10,0
61112,58429,53,0,0,allow,360,160,200,4,49,2,2
61113,64114,443,8780,443,allow,1411,852,559,13,24,7,6
61114,51751,80,4770,80,allow,1854,1360,494,12,15,7,5
61115,54350,443,6406,443,allow,2402,1444,958,18,167,10,8
61116,60078,80,2527,80,allow,1114,534,580,12,15,7,5
61117,54535,80,13360,80,allow,4162,3455,707,14,15,8,6
61118,64574,53,64558,53,allow,388,95,293,4,32,2,2
61119,60377,65054,58961,65054,allow,624,318,306,10,15,5,5
61120,63743,46081,59158,46081,allow,66,66,0,2,7,2,0
61121,55787,53,59622,53,allow,229,102,127,2,29,1,1
61122,55488,53,31385,53,allow,210,94,116,2,29,1,1
61123,49650,53,11402,53,allow,216,110,106,2,30,1,1
61124,64742,53,25271,53,allow,165,86,79,2,29,1,1
61125,52996,443,47538,443,allow,22513,15188,7325,69,517,31,38
61126,61448,443,1765,443,allow,6109,1902,4207,33,141,19,14
61127,34499,443,29656,443,allow,19518,11774,7744,46,168,26,20
61128,50413,80,12074,80,allow,8388,2010,6378,17,23,8,9
61129,50338,80,9655,80,allow,2668,870,1798,13,47,7,6
61130,43206,443,34471,443,allow,4550611,95139,4455472,4046,217,935,3111
61131,61953,443,64547,443,allow,15246,5574,9672,60,391,27,33
61132,56143,53,42893,53,allow,195,94,101,2,30,1,1
61133,52466,443,10561,443,allow,5082,896,4186,16,70,8,8
61134,56356,2710,17176,2710,allow,1222,747,475,10,23,5,5
61135,50409,443,27908,443,allow,5386,4374,1012,18,34,11,7
61136,52944,53,19420,53,allow,168,78,90,2,30,1,1
61137,53287,80,8055,80,allow,2881,1001,1880,12,52,7,5
61138,56939,53,33751,53,allow,351,94,257,2,30,1,1
61139,36390,443,36390,443,allow,4563,1656,2907,19,28,11,8
61140,56998,53,2449,53,allow,199,94,105,2,30,1,1
61141,64746,53,10441,53,allow,260,86,174,2,30,1,1
61142,65313,53,33070,53,allow,193,102,91,2,30,1,1
61143,59613,443,9064,443,allow,10366,4530,5836,21,135,10,11
61144,53111,80,26592,80,allow,45904,3904,42000,65,16,33,32
61145,49501,80,23659,80,allow,183116,16652,166464,279,486,59,220
61146,8430,53,21349,53,allow,80361,77433,2928,946,89,930,16
61147,64676,53,19072,53,allow,276,94,182,2,30,1,1
61148,58853,443,38782,443,allow,59754,9493,50261,131,367,68,63
61149,54954,443,24434,443,allow,469752,21060,448692,589,64,265,324
61150,40890,53,0,0,allow,86,86,0,1,30,1,0
61151,64123,53,16597,53,allow,325,102,223,2,30,1,1
61152,60376,58302,44068,58302,allow,624,318,306,10,15,5,5
61153,33588,443,49965,443,allow,6382,2331,4051,24,109,13,11
61154,49268,443,60948,443,allow,77368,9874,67494,139,100,65,74
61155,52711,443,64979,443,allow,107997,3957,104040,135,80,51,84
61156,63742,26305,43986,26305,allow,66,66,0,2,7,2,0
61157,49735,443,35310,443,allow,6292,1682,4610,21,15,9,12
61158,51401,443,9077,443,allow,130,70,60,2,4,1,1
61159,51729,63553,6792,63553,allow,70,70,0,1,5,1,0
61160,52127,443,33029,443,allow,18360,1198,17162,27,25,9,18
61161,56799,443,34365,443,allow,5057,880,4177,16,70,8,8
61162,59636,80,29464,80,allow,1352,848,504,13,169,8,5
61163,60807,443,39155,443,allow,9127,2506,6621,38,146,20,18
61164,60874,443,2065,443,allow,777438,37182,740256,940,64,407,533
61165,64742,53,28467,53,allow,173,94,79,2,29,1,1
61166,60517,53,55123,53,allow,215,94,121,2,29,1,1
61167,50408,443,29487,443,allow,5638,4258,1380,19,34,11,8
61168,56421,53,33128,53,allow,177,94,83,2,29,1,1
61169,64021,53,10744,53,allow,339,118,221,2,29,1,1
61170,49308,53,0,0,allow,627,80,547,2,29,1,1
61171,55367,443,46972,443,allow,101466,17775,83691,225,74,112,113
61172,65313,53,6135,53,allow,193,102,91,2,30,1,1
61173,64747,53,25665,53,allow,167,78,89,2,30,1,1
61174,49397,53,28669,53,allow,365,94,271,2,30,1,1
61175,1100,27540,17868,27540,allow,132,70,62,2,30,1,1
61176,39312,443,51370,443,allow,10148,2203,7945,37,120,19,18
61177,57238,53,58179,53,allow,165,86,79,2,30,1,1
61178,49603,53,2204,53,allow,238,110,128,2,30,1,1
61179,49965,53,21038,53,allow,285,110,175,2,30,1,1
61180,50415,443,63011,443,allow,2542,1504,1038,16,20,9,7
61181,51465,80,10875,80,allow,913,410,503,10,15,5,5
61182,46799,443,46799,443,allow,22215,2460,19755,39,198,15,24
61183,60390,56494,64175,56494,allow,70,70,0,2,8,2,0
61184,51725,32787,46505,32787,allow,70,70,0,1,5,1,0
61185,40648,443,10699,443,allow,130,70,60,3,5,2,1
61186,55588,49737,20798,49737,allow,504,318,186,8,15,5,3
61187,49503,80,52162,80,allow,121857,7431,114426,166,486,38,128
61188,49500,80,17093,80,allow,309313,41646,267667,433,486,113,320
61189,65527,53,57886,53,allow,194,94,100,2,30,1,1
61190,41858,53,0,0,allow,86,86,0,1,30,1,0
61191,35132,53,35132,53,allow,86,86,0,1,30,1,0
61192,50265,55637,31401,55637,allow,528,528,0,9,1200,9,0
61193,50417,80,26233,80,allow,1658,1247,411,8,15,5,3
61194,60742,20010,30698,20010,allow,70,70,0,1,5,1,0
61195,49493,80,3964,80,allow,143422,12598,130824,226,487,52,174
61196,35287,443,46797,443,allow,47587,20536,27051,345,581,173,172
61197,33444,53,33346,53,allow,168,78,90,2,30,1,1
61198,55800,53,32257,53,allow,177,94,83,2,30,1,1
61199,55800,53,5218,53,allow,177,94,83,2,30,1,1
61200,6881,6881,60771,6881,allow,150,150,0,1,1200,1,0
61201,51689,80,35961,80,allow,16205,2525,13680,31,139,15,16
61202,55450,53,40253,53,allow,213,102,111,2,30,1,1
61203,57238,53,29243,53,allow,165,86,79,2,30,1,1
61204,56421,53,57015,53,allow,177,94,83,2,30,1,1
61205,57240,53,54621,53,allow,180,94,86,2,30,1,1
61206,33823,443,20715,443,allow,8237,1724,6513,31,270,16,15
61207,39545,443,12909,443,allow,5596,3797,1799,27,96,14,13
61208,65382,53,20411,53,allow,274,94,180,2,30,1,1
61209,63847,443,57992,443,allow,8012,4410,3602,20,135,10,10
61210,64655,53,25772,53,allow,225,102,123,2,30,1,1
61211,55545,53,22001,53,allow,177,94,83,2,30,1,1
61212,58932,53,21682,53,allow,168,78,90,2,31,1,1
61213,44725,443,58969,443,allow,7998,1347,6651,49,1647,10,39
61214,6881,6881,40959,6881,allow,238,118,120,2,1200,1,1
61215,57470,64919,63117,64919,allow,594,594,0,10,1199,10,0
61216,57470,56432,6012,56432,allow,132,132,0,3,1199,3,0
61217,64966,53,51667,53,allow,458,188,270,6,31,3,3
61218,53554,8999,6458,8999,allow,130,70,60,3,6,2,1
61219,60745,40010,27877,40010,allow,316,136,180,6,6,3,3
61220,48975,443,52782,443,allow,130,70,60,3,5,2,1
61221,49767,80,33888,80,allow,70,70,0,2,8,2,0
61222,63422,443,21466,443,allow,10617247,317598,10299649,11317,243,4141,7176
61223,49435,443,3627,443,allow,10377,3140,7237,23,52,11,12
61224,64631,53,54731,53,allow,351,93,258,4,50,2,2
61225,64399,53,19303,53,allow,373,90,283,4,53,2,2
61226,52731,443,19807,443,allow,10819,5326,5493,45,16,27,18
61227,52277,80,52277,80,allow,259496,6676,252820,249,28,74,175
61228,53548,23310,1766,23310,allow,70,70,0,2,8,2,0
61229,55545,53,60601,53,allow,177,94,83,2,30,1,1
61230,65276,53,46929,53,allow,212,102,110,2,30,1,1
61231,49853,53,48467,53,allow,811,94,717,2,30,1,1
61232,35957,51185,0,0,deny,60,60,0,1,0,1,0
61233,1431,30041,0,0,deny,62,62,0,1,0,1,0
61234,50994,35974,0,0,deny,60,60,0,1,0,1,0
61235,6881,55108,0,0,deny,148,148,0,1,0,1,0
61236,59584,36237,0,0,deny,66,66,0,1,0,1,0
61237,55056,56205,0,0,deny,66,66,0,1,0,1,0
61238,51071,445,0,0,drop,70,70,0,1,0,1,0
61239,13567,23684,0,0,deny,168,168,0,1,0,1,0
61240,40500,48817,0,0,deny,143,143,0,1,0,1,0
61241,51070,445,0,0,drop,70,70,0,1,0,1,0
61242,51528,445,0,0,drop,66,66,0,1,0,1,0
61243,50877,30041,0,0,deny,66,66,0,1,0,1,0
61244,50784,52952,0,0,deny,66,66,0,1,0,1,0
61245,1128,44847,0,0,deny,62,62,0,1,0,1,0
61246,1128,44847,0,0,deny,146,146,0,1,0,1,0
61247,51524,445,0,0,drop,66,66,0,1,0,1,0
61248,56115,445,0,0,drop,70,70,0,1,0,1,0
61249,56109,445,0,0,drop,70,70,0,1,0,1,0
61250,56105,445,0,0,drop,70,70,0,1,0,1,0
61251,56104,445,0,0,drop,70,70,0,1,0,1,0
61252,11842,35440,0,0,deny,62,62,0,1,0,1,0
61253,51522,445,0,0,drop,66,66,0,1,0,1,0
61254,58912,11392,0,0,deny,62,62,0,1,0,1,0
61255,51065,445,0,0,drop,70,70,0,1,0,1,0
61256,36339,50584,0,0,deny,62,62,0,1,0,1,0
61257,17702,6881,0,0,deny,62,62,0,1,0,1,0
61258,56098,445,0,0,drop,70,70,0,1,0,1,0
61259,56096,445,0,0,drop,70,70,0,1,0,1,0
61260,56095,445,0,0,drop,70,70,0,1,0,1,0
61261,56092,445,0,0,drop,70,70,0,1,0,1,0
61262,51514,445,0,0,drop,66,66,0,1,0,1,0
61263,57351,62413,0,0,deny,66,66,0,1,0,1,0
61264,51511,445,0,0,drop,66,66,0,1,0,1,0
61265,51510,445,0,0,drop,66,66,0,1,0,1,0
61266,51505,445,0,0,drop,66,66,0,1,0,1,0
61267,18461,19473,0,0,deny,66,66,0,1,0,1,0
61268,51503,445,0,0,drop,66,66,0,1,0,1,0
61269,51504,445,0,0,drop,66,66,0,1,0,1,0
61270,51502,445,0,0,drop,66,66,0,1,0,1,0
61271,64106,64147,0,0,deny,62,62,0,1,0,1,0
61272,45964,7776,0,0,deny,60,60,0,1,0,1,0
61273,17916,48817,0,0,deny,148,148,0,1,0,1,0
61274,51052,445,0,0,drop,70,70,0,1,0,1,0
61275,56090,445,0,0,drop,70,70,0,1,0,1,0
61276,56089,445,0,0,drop,70,70,0,1,0,1,0
61277,56086,445,0,0,drop,70,70,0,1,0,1,0
61278,51499,445,0,0,drop,66,66,0,1,0,1,0
61279,56083,445,0,0,drop,70,70,0,1,0,1,0
61280,51049,445,0,0,drop,70,70,0,1,0,1,0
61281,62780,35440,0,0,deny,66,66,0,1,0,1,0
61282,51495,445,0,0,drop,66,66,0,1,0,1,0
61283,53406,44847,0,0,deny,66,66,0,1,0,1,0
61284,26531,37965,0,0,deny,62,62,0,1,0,1,0
61285,11458,2767,0,0,deny,66,66,0,1,0,1,0
61286,61865,35440,0,0,deny,66,66,0,1,0,1,0
61287,51494,445,0,0,drop,66,66,0,1,0,1,0
61288,51491,445,0,0,drop,66,66,0,1,0,1,0
61289,26406,37965,0,0,deny,66,66,0,1,0,1,0
61290,59477,36829,0,0,deny,62,62,0,1,0,1,0
61291,51490,445,0,0,drop,66,66,0,1,0,1,0
61292,14615,57866,0,0,deny,66,66,0,1,0,1,0
61293,30443,44847,0,0,deny,62,62,0,1,0,1,0
61294,55196,10387,0,0,deny,159,159,0,1,0,1,0
61295,53475,3389,0,0,deny,66,66,0,1,0,1,0
61296,51535,64147,0,0,deny,62,62,0,1,0,1,0
61297,4366,51505,0,0,deny,62,62,0,1,0,1,0
61298,51043,445,0,0,drop,70,70,0,1,0,1,0
61299,51041,445,0,0,drop,70,70,0,1,0,1,0
61300,50113,51505,0,0,deny,62,62,0,1,0,1,0
61301,56077,445,0,0,drop,70,70,0,1,0,1,0
61302,60292,7129,0,0,deny,62,62,0,1,0,1,0
61303,51038,445,0,0,drop,70,70,0,1,0,1,0
61304,53211,22114,0,0,deny,66,66,0,1,0,1,0
61305,56074,445,0,0,drop,70,70,0,1,0,1,0
61306,56069,445,0,0,drop,70,70,0,1,0,1,0
61307,19394,44847,0,0,deny,62,62,0,1,0,1,0
61308,20706,37965,0,0,deny,62,62,0,1,0,1,0
61309,65501,57470,0,0,deny,72,72,0,1,0,1,0
61310,50972,443,8971,443,allow,469,403,66,4,0,3,1
61311,37906,37965,0,0,deny,62,62,0,1,0,1,0
61312,50081,57470,0,0,deny,66,66,0,1,0,1,0
61313,6890,34729,0,0,deny,146,146,0,1,0,1,0
61314,51480,445,0,0,drop,66,66,0,1,0,1,0
61315,2467,2767,0,0,deny,66,66,0,1,0,1,0
61316,45941,23386,0,0,deny,60,60,0,1,0,1,0
61317,20133,2767,0,0,deny,62,62,0,1,0,1,0
61318,58977,37965,0,0,deny,66,66,0,1,0,1,0
61319,12668,42707,0,0,deny,62,62,0,1,0,1,0
61320,51973,44847,0,0,deny,62,62,0,1,0,1,0
61321,10262,11392,0,0,deny,62,62,0,1,0,1,0
61322,1114,37965,0,0,deny,62,62,0,1,0,1,0
61323,51031,445,0,0,drop,70,70,0,1,0,1,0
61324,31136,50584,0,0,deny,62,62,0,1,0,1,0
61325,51471,445,0,0,drop,66,66,0,1,0,1,0
61326,51029,445,0,0,drop,70,70,0,1,0,1,0
61327,56056,445,0,0,drop,70,70,0,1,0,1,0
61328,61566,44847,0,0,deny,66,66,0,1,0,1,0
61329,51028,445,0,0,drop,70,70,0,1,0,1,0
61330,51027,445,0,0,drop,70,70,0,1,0,1,0
61331,51468,445,0,0,drop,66,66,0,1,0,1,0
61332,51026,445,0,0,drop,70,70,0,1,0,1,0
61333,51023,445,0,0,drop,70,70,0,1,0,1,0
61334,51020,445,0,0,drop,70,70,0,1,0,1,0
61335,62696,50584,0,0,deny,66,66,0,1,0,1,0
61336,51461,445,0,0,drop,66,66,0,1,0,1,0
61337,13164,39033,0,0,deny,145,145,0,1,0,1,0
61338,51008,445,0,0,drop,70,70,0,1,0,1,0
61339,51007,445,0,0,drop,70,70,0,1,0,1,0
61340,51453,445,0,0,drop,66,66,0,1,0,1,0
61341,51001,445,0,0,drop,70,70,0,1,0,1,0
61342,20961,35440,0,0,deny,62,62,0,1,0,1,0
61343,50997,445,0,0,drop,70,70,0,1,0,1,0
61344,50998,445,0,0,drop,70,70,0,1,0,1,0
61345,59156,50584,0,0,deny,66,66,0,1,0,1,0
61346,5200,6643,0,0,deny,145,145,0,1,0,1,0
61347,56047,445,0,0,drop,70,70,0,1,0,1,0
61348,56045,445,0,0,drop,70,70,0,1,0,1,0
61349,56043,445,0,0,drop,70,70,0,1,0,1,0
61350,3225,64147,0,0,deny,66,66,0,1,0,1,0
61351,51443,445,0,0,drop,66,66,0,1,0,1,0
61352,51446,445,0,0,drop,66,66,0,1,0,1,0
61353,51444,445,0,0,drop,66,66,0,1,0,1,0
61354,51438,445,0,0,drop,66,66,0,1,0,1,0
61355,51445,445,0,0,drop,66,66,0,1,0,1,0
61356,51439,445,0,0,drop,66,66,0,1,0,1,0
61357,51441,445,0,0,drop,66,66,0,1,0,1,0
61358,51440,445,0,0,drop,66,66,0,1,0,1,0
61359,1873,37965,0,0,deny,62,62,0,1,0,1,0
61360,50986,445,0,0,drop,70,70,0,1,0,1,0
61361,3407,57866,0,0,deny,66,66,0,1,0,1,0
61362,63503,42707,0,0,deny,66,66,0,1,0,1,0
61363,64191,44847,0,0,deny,62,62,0,1,0,1,0
61364,45964,2666,0,0,deny,60,60,0,1,0,1,0
61365,47910,7454,0,0,deny,60,60,0,1,0,1,0
61366,1025,35447,0,0,deny,62,62,0,1,0,1,0
61367,5223,44091,0,0,deny,220,220,0,1,0,1,0
61368,56041,445,0,0,drop,70,70,0,1,0,1,0
61369,56040,445,0,0,drop,70,70,0,1,0,1,0
61370,56028,445,0,0,drop,70,70,0,1,0,1,0
61371,50982,445,0,0,drop,70,70,0,1,0,1,0
61372,1284,50584,0,0,deny,66,66,0,1,0,1,0
61373,51426,445,0,0,drop,66,66,0,1,0,1,0
61374,51425,445,0,0,drop,66,66,0,1,0,1,0
61375,51423,445,0,0,drop,66,66,0,1,0,1,0
61376,45941,23388,0,0,deny,60,60,0,1,0,1,0
61377,64788,43890,0,0,deny,66,66,0,1,0,1,0
61378,50973,445,0,0,drop,70,70,0,1,0,1,0
61379,50971,445,0,0,drop,70,70,0,1,0,1,0
61380,56025,445,0,0,drop,70,70,0,1,0,1,0
61381,50969,445,0,0,drop,70,70,0,1,0,1,0
61382,50970,445,0,0,drop,70,70,0,1,0,1,0
61383,50964,445,0,0,drop,70,70,0,1,0,1,0
61384,56023,445,0,0,drop,70,70,0,1,0,1,0
61385,20844,64147,0,0,deny,66,66,0,1,0,1,0
61386,19858,64147,0,0,deny,62,62,0,1,0,1,0
61387,56013,445,0,0,drop,70,70,0,1,0,1,0
61388,56012,445,0,0,drop,70,70,0,1,0,1,0
61389,56014,445,0,0,drop,70,70,0,1,0,1,0
61390,30654,51221,0,0,deny,72,72,0,1,0,1,0
61391,63925,37965,0,0,deny,66,66,0,1,0,1,0
61392,33215,37965,0,0,deny,62,62,0,1,0,1,0
61393,40885,23,0,0,deny,60,60,0,1,0,1,0
61394,32974,37965,0,0,deny,66,66,0,1,0,1,0
61395,21365,23718,0,0,deny,62,62,0,1,0,1,0
61396,52802,56205,0,0,deny,66,66,0,1,0,1,0
61397,53535,1393,14227,1393,allow,70,70,0,1,5,1,0
61398,50285,80,56429,80,allow,4064,607,3457,12,45,6,6
61399,57240,53,16899,53,allow,176,90,86,2,30,1,1
61400,49708,443,54037,443,allow,456387,11878,444509,427,81,121,306
61401,56759,55201,40009,55201,allow,66,66,0,1,5,1,0
61402,53799,80,41607,80,allow,1056,682,374,10,15,6,4
61403,50283,80,41911,80,allow,5689,1015,4674,16,45,8,8
61404,59401,443,58968,443,allow,3010,1892,1118,16,15,8,8
61405,51689,443,47234,443,allow,8488,2174,6314,23,255,12,11
61406,51946,443,39002,443,allow,8670,1805,6865,28,26,15,13
61407,40662,443,40662,443,allow,4624,1717,2907,19,28,11,8
61408,59404,443,10904,443,allow,2962,1844,1118,16,15,8,8
61409,63846,443,9201,443,allow,3811,1538,2273,20,135,10,10
61410,34885,443,20315,443,allow,80828,20592,60236,124,180,54,70
61411,51464,443,29786,443,allow,575,326,249,10,15,6,4
61412,39338,443,49574,443,allow,7624,1384,6240,23,17,12,11
61413,25150,53,25150,53,allow,217,87,130,2,30,1,1
61414,52273,80,52273,80,allow,156876,7015,149861,158,28,49,109
61415,60534,80,60534,80,allow,84558,3469,81089,94,16,34,60
61416,52275,80,52275,80,allow,210890,8286,202604,208,28,64,144
61417,52276,80,52276,80,allow,222010,7236,214774,216,28,66,150
61418,60531,80,48244,80,allow,2122,1559,563,13,16,7,6
61419,59402,443,55166,443,allow,4821,1882,2939,19,15,9,10
61420,53892,443,40316,443,allow,9312,4088,5224,23,76,13,10
61421,52274,80,52274,80,allow,852970,14195,838775,769,28,207,562
61422,46858,15000,17792,15000,allow,130,70,60,2,5,1,1
61423,2487,53,2487,53,allow,235,90,145,2,33,1,1
61424,44956,443,44956,443,allow,5220,1973,3247,22,38,13,9
61425,47388,443,27845,443,allow,350,210,140,6,15,4,2
61426,41793,53,3227,53,allow,168,78,90,2,30,1,1
61427,55545,53,10302,53,allow,170,87,83,2,30,1,1
61428,55450,443,1835,443,allow,4275,2479,1796,22,316,11,11
61429,60855,443,10736,443,allow,598135,40549,557586,873,251,326,547
61430,15792,3478,30536,3478,allow,428935914,213443641,215492273,635946,2242,308738,327208
61431,59403,443,13461,443,allow,2866,1684,1182,16,15,8,8
61432,53550,1,56985,1,allow,70,70,0,2,8,2,0
61433,59399,443,48462,443,allow,66108,6145,59963,93,16,41,52
61434,49705,443,51038,443,allow,156357,6403,149954,155,81,44,111
61435,50116,22,50116,22,allow,184,120,64,4,11,3,1
61436,37460,443,55415,443,allow,2885,1732,1153,16,256,9,7
61437,43681,443,58156,443,allow,7235,1097,6138,21,27,10,11
61438,59400,443,43611,443,allow,6489,2731,3758,19,16,10,9
61439,65261,53,13380,53,allow,168,86,82,2,30,1,1
61440,55926,53,35022,53,allow,184,94,90,2,30,1,1
61441,55401,53,40210,53,allow,168,86,82,2,31,1,1
61442,60320,443,1355,443,allow,4679,2232,2447,15,136,7,8
61443,63626,443,34704,443,allow,15769,1619,14150,17,138,4,13
61444,53983,443,37079,443,allow,2571,330,2241,12,135,5,7
61445,46663,53,46663,53,allow,209,83,126,2,30,1,1
61446,40603,53,40603,53,allow,240,96,144,2,31,1,1
61447,39166,53,0,0,allow,82,82,0,1,31,1,0
61448,64180,53,16774,53,allow,176,90,86,2,31,1,1
61449,51584,443,13301,443,allow,12641,5741,6900,26,362,12,14
61450,65428,443,7165,443,allow,14203,1525,12678,13,143,2,11
61451,39414,443,32057,443,allow,4179,1480,2699,18,124,9,9
61452,51160,8090,0,0,deny,60,60,0,1,0,1,0
61453,50958,445,0,0,drop,70,70,0,1,0,1,0
61454,51159,8090,0,0,deny,60,60,0,1,0,1,0
61455,21332,23,0,0,deny,60,60,0,1,0,1,0
61456,46090,50584,0,0,deny,62,62,0,1,0,1,0
61457,64382,44847,0,0,deny,62,62,0,1,0,1,0
61458,50486,443,8859,443,allow,5791,3692,2099,21,78,13,8
61459,61681,443,6029,443,allow,5922,1917,4005,24,18,14,10
61460,38484,48637,0,0,deny,60,60,0,1,0,1,0
61461,35957,51185,0,0,deny,60,60,0,1,0,1,0
61462,50994,35974,0,0,deny,60,60,0,1,0,1,0
61463,56006,445,0,0,drop,70,70,0,1,0,1,0
61464,56005,445,0,0,drop,70,70,0,1,0,1,0
61465,56001,445,0,0,drop,70,70,0,1,0,1,0
61466,50951,445,0,0,drop,70,70,0,1,0,1,0
61467,61216,12250,0,0,deny,148,148,0,1,0,1,0
61468,50949,445,0,0,drop,70,70,0,1,0,1,0
61469,33289,50584,0,0,deny,62,62,0,1,0,1,0
61470,59037,51505,0,0,deny,62,62,0,1,0,1,0
61471,57165,34101,0,0,deny,66,66,0,1,0,1,0
61472,29706,50584,0,0,deny,66,66,0,1,0,1,0
61473,50944,445,0,0,drop,70,70,0,1,0,1,0
61474,50943,445,0,0,drop,70,70,0,1,0,1,0
61475,39161,17,0,0,deny,60,60,0,1,0,1,0
61476,46640,3780,0,0,deny,60,60,0,1,0,1,0
61477,7744,32480,0,0,deny,62,62,0,1,0,1,0
61478,51403,445,0,0,drop,66,66,0,1,0,1,0
61479,45908,3383,0,0,deny,60,60,0,1,0,1,0
61480,55997,445,0,0,drop,70,70,0,1,0,1,0
61481,55990,445,0,0,drop,70,70,0,1,0,1,0
61482,44147,64147,0,0,deny,62,62,0,1,0,1,0
61483,29682,44847,0,0,deny,62,62,0,1,0,1,0
61484,50937,445,0,0,drop,70,70,0,1,0,1,0
61485,48600,23718,0,0,deny,66,66,0,1,0,1,0
61486,23807,44847,0,0,deny,62,62,0,1,0,1,0
61487,6881,10104,0,0,deny,107,107,0,1,0,1,0
61488,52650,36237,0,0,deny,62,62,0,1,0,1,0
61489,59523,37965,0,0,deny,62,62,0,1,0,1,0
61490,50902,80,25107,80,allow,5166,1278,3888,14,144,8,6
61491,57936,443,57936,443,allow,18738,1904,16834,33,17,17,16
61492,45987,123,19536,123,allow,184,94,90,2,30,1,1
61493,64169,53,57112,53,allow,212,102,110,2,30,1,1
61494,57344,53,65328,53,allow,177,94,83,2,30,1,1
61495,8430,53,61822,53,allow,239209,233954,5255,2850,88,2822,28
61496,52272,80,52272,80,allow,237488,7574,229914,231,27,71,160
61497,57240,53,32655,53,allow,180,94,86,2,29,1,1
61498,51880,8001,48278,8001,allow,86,86,0,1,29,1,0
61499,50238,53,16273,53,allow,164,78,86,2,29,1,1
61500,49563,53,57038,53,allow,199,94,105,2,29,1,1
61501,56236,443,26673,443,allow,9597,2488,7109,32,287,16,16
61502,42385,443,55838,443,allow,321621,14025,307596,408,41,185,223
61503,56326,80,40390,80,allow,2541,689,1852,13,60,8,5
61504,49513,80,22592,80,allow,476333,9582,466751,453,225,135,318
