t_id,SourcePort,Destination Port,NATSourcePort,NATDestinationPort,Action,Bytes,BytesSent,BytesReceived,Packets,ElapsedTime,pkts_sent,pkts_received
35882,58497,445,0,0,drop,66,66,0,1,0,1,0
35883,58245,445,0,0,drop,70,70,0,1,0,1,0
35884,58244,445,0,0,drop,70,70,0,1,0,1,0
35885,58243,445,0,0,drop,70,70,0,1,0,1,0
35886,58238,445,0,0,drop,70,70,0,1,0,1,0
35887,58239,445,0,0,drop,70,70,0,1,0,1,0
35888,21588,52700,0,0,deny,145,145,0,1,0,1,0
35889,64546,57470,0,0,deny,66,66,0,1,0,1,0
35890,48857,50584,0,0,deny,66,66,0,1,0,1,0
35891,28435,23,0,0,deny,60,60,0,1,0,1,0
35892,42731,23,0,0,deny,60,60,0,1,0,1,0
35893,19885,64147,0,0,deny,62,62,0,1,0,1,0
35894,35494,22114,0,0,deny,62,62,0,1,0,1,0
35895,60720,23718,0,0,deny,66,66,0,1,0,1,0
35896,58225,445,0,0,drop,70,70,0,1,0,1,0
35897,58223,445,0,0,drop,70,70,0,1,0,1,0
35898,58221,445,0,0,drop,70,70,0,1,0,1,0
35899,10477,44847,0,0,deny,66,66,0,1,0,1,0
35900,33896,57470,0,0,deny,74,74,0,1,0,1,0
35901,64870,53,1765,53,allow,200,102,98,2,33,1,1
35902,49712,53,62216,53,allow,178,94,84,2,30,1,1
35903,60438,17148,53794,17148,allow,70,70,0,2,8,2,0
35904,59904,53,31184,53,allow,312,78,234,2,29,1,1
35905,58215,445,0,0,drop,70,70,0,1,0,1,0
35906,58214,445,0,0,drop,70,70,0,1,0,1,0
35907,13917,18033,0,0,deny,62,62,0,1,0,1,0
35908,63104,445,0,0,drop,70,70,0,1,0,1,0
35909,63100,445,0,0,drop,70,70,0,1,0,1,0
35910,63095,445,0,0,drop,70,70,0,1,0,1,0
35911,63091,445,0,0,drop,70,70,0,1,0,1,0
35912,58483,445,0,0,drop,66,66,0,1,0,1,0
35913,58485,445,0,0,drop,66,66,0,1,0,1,0
35914,58484,445,0,0,drop,66,66,0,1,0,1,0
35915,15180,26467,0,0,deny,62,62,0,1,0,1,0
35916,62088,56205,0,0,deny,66,66,0,1,0,1,0
35917,43700,30188,0,0,deny,62,62,0,1,0,1,0
35918,52714,64147,0,0,deny,62,62,0,1,0,1,0
35919,63088,445,0,0,drop,70,70,0,1,0,1,0
35920,59236,17,0,0,deny,60,60,0,1,0,1,0
35921,58203,445,0,0,drop,70,70,0,1,0,1,0
35922,63086,445,0,0,drop,70,70,0,1,0,1,0
35923,63084,445,0,0,drop,70,70,0,1,0,1,0
35924,63082,445,0,0,drop,70,70,0,1,0,1,0
35925,5223,21557,0,0,deny,60,60,0,1,0,1,0
35926,62514,37807,0,0,deny,66,66,0,1,0,1,0
35927,50674,35440,0,0,deny,62,62,0,1,0,1,0
35928,60136,56205,0,0,deny,62,62,0,1,0,1,0
35929,58199,445,0,0,drop,70,70,0,1,0,1,0
35930,60855,35440,0,0,deny,66,66,0,1,0,1,0
35931,16522,26467,0,0,deny,66,66,0,1,0,1,0
35932,63071,445,0,0,drop,70,70,0,1,0,1,0
35933,63069,445,0,0,drop,70,70,0,1,0,1,0
35934,63064,445,0,0,drop,70,70,0,1,0,1,0
35935,54742,37965,0,0,deny,66,66,0,1,0,1,0
35936,58189,445,0,0,drop,70,70,0,1,0,1,0
35937,58190,445,0,0,drop,70,70,0,1,0,1,0
35938,58188,445,0,0,drop,70,70,0,1,0,1,0
35939,58185,445,0,0,drop,70,70,0,1,0,1,0
35940,58472,445,0,0,drop,66,66,0,1,0,1,0
35941,9997,53,9997,53,allow,235,90,145,2,32,1,1
35942,45052,80,23641,80,allow,1539,553,986,10,14,6,4
35943,64303,53,30875,53,allow,298,87,211,4,34,2,2
35944,51914,20777,59494,20777,allow,256,136,120,5,8,3,2
35945,49988,443,12921,443,allow,214,82,132,4,5,2,2
35946,63895,43729,42252,43729,allow,66,66,0,2,7,2,0
35947,53723,51501,50854,51501,allow,70,70,0,2,7,2,0
35948,53318,56648,63034,56648,allow,672,432,240,10,142,6,4
35949,26751,443,19482,443,allow,11513,2842,8671,31,18,15,16
35950,58044,443,46397,443,allow,24527,2438,22089,43,329,19,24
35951,65114,53,53193,53,allow,177,94,83,2,29,1,1
35952,65333,53,15875,53,allow,197,94,103,2,29,1,1
35953,65026,53,61151,53,allow,194,102,92,2,29,1,1
35954,65194,53,43835,53,allow,181,94,87,2,29,1,1
35955,56509,53,12733,53,allow,1165,94,1071,2,29,1,1
35956,56775,53,64956,53,allow,177,94,83,2,29,1,1
35957,56518,53,42205,53,allow,177,94,83,2,29,1,1
35958,24202,53,24202,53,allow,220,90,130,2,29,1,1
35959,56835,53,60962,53,allow,177,94,83,2,29,1,1
35960,65114,53,14258,53,allow,177,94,83,2,29,1,1
35961,58563,53,4425,53,allow,312,78,234,2,29,1,1
35962,27005,1308,46544,1308,allow,855,126,729,2,30,1,1
35963,56835,53,48670,53,allow,177,94,83,2,30,1,1
35964,60439,47783,16622,47783,allow,70,70,0,2,8,2,0
35965,27005,1105,38006,1105,allow,855,126,729,2,30,1,1
35966,56518,53,9121,53,allow,177,94,83,2,30,1,1
35967,55340,53,17205,53,allow,184,94,90,2,30,1,1
35968,27988,40017,42811,40017,allow,148,86,62,2,30,1,1
35969,9179,443,30869,443,allow,5731,495,5236,14,15,7,7
35970,51918,41488,54208,41488,allow,70,70,0,2,8,2,0
35971,51898,50677,8224,50677,allow,70,70,0,1,5,1,0
35972,58309,53,16090,53,allow,255,86,169,2,30,1,1
35973,50596,443,51132,443,allow,9573,1963,7610,25,72,12,13
35974,64766,53,54775,53,allow,195,102,93,2,30,1,1
35975,58006,80,48045,80,allow,318,192,126,6,21,4,2
35976,27005,1306,39345,1306,allow,858,126,732,2,30,1,1
35977,38011,443,43234,443,allow,6900,4387,2513,37,98,19,18
35978,63962,53,52393,53,allow,483,189,294,6,85,3,3
35979,59180,53,28928,53,allow,260,86,174,2,30,1,1
35980,59986,53,15041,53,allow,186,86,100,2,30,1,1
35981,57987,3478,44464,3478,allow,312,140,172,4,30,2,2
35982,59341,53,56377,53,allow,187,78,109,2,30,1,1
35983,64877,53,52528,53,allow,94,94,0,1,30,1,0
35984,44007,123,12438,123,allow,184,94,90,2,30,1,1
35985,56775,53,53871,53,allow,177,94,83,2,30,1,1
35986,49483,53,48622,53,allow,178,94,84,2,30,1,1
35987,27005,1104,16545,1104,allow,870,126,744,2,30,1,1
35988,27005,1106,55769,1106,allow,903,126,777,2,30,1,1
35989,27005,1103,38860,1103,allow,822,126,696,2,30,1,1
35990,64251,53,6102,53,allow,177,94,83,2,30,1,1
35991,62766,443,11804,443,allow,3370,1226,2144,13,135,6,7
35992,46556,443,5923,443,allow,9316,1720,7596,25,16,13,12
35993,50643,443,60929,443,allow,1512,844,668,16,64,9,7
35994,59680,80,46564,80,allow,5762500,128192,5634308,5613,134,1854,3759
35995,59199,53,18550,53,allow,228,94,134,2,30,1,1
35996,27988,40013,46561,40013,allow,148,86,62,2,30,1,1
35997,27988,40027,31364,40027,allow,148,86,62,2,30,1,1
35998,27988,40001,35761,40001,allow,148,86,62,2,30,1,1
35999,42479,80,8740,80,allow,696,413,283,7,15,5,2
36000,63903,56016,63323,56016,allow,312,132,180,6,6,3,3
36001,51916,24596,6622,24596,allow,70,70,0,2,8,2,0
36002,56860,49991,37577,49991,allow,70,70,0,2,8,2,0
36003,60441,64337,31545,64337,allow,70,70,0,2,8,2,0
36004,53138,15048,61968,15048,allow,70,70,0,2,7,2,0
36005,56596,53,10703,53,allow,194,102,92,2,31,1,1
36006,57990,80,35454,80,allow,42086,9535,32551,48,21,19,29
36007,50652,80,2519,80,allow,97934,5018,92916,124,20,55,69
36008,50914,443,57800,443,allow,22211,8661,13550,173,854,77,96
36009,62985,8920,45375,8920,allow,823,577,246,9,15,5,4
36010,49184,443,9767,443,allow,493152,13222,479930,509,19,184,325
36011,56651,80,31520,80,allow,11855,7269,4586,28,115,15,13
36012,64524,53,20476,53,allow,274,94,180,4,33,2,2
36013,64086,53,31835,53,allow,241,94,147,2,29,1,1
36014,59516,443,21075,443,allow,9943,1882,8061,32,33,15,17
36015,50281,5223,28986,5223,allow,208,60,148,4,11,2,2
36016,65264,53,8238,53,allow,256,88,168,4,35,2,2
36017,55631,53,42735,53,allow,422,96,326,4,42,2,2
36018,36368,80,60128,80,allow,78,78,0,1,5,1,0
36019,40006,80,2393,80,allow,7086,1841,5245,15,92,8,7
36020,48092,443,48092,443,allow,4398,1491,2907,19,27,11,8
36021,53240,443,24615,443,allow,46348,20067,26281,75,60,37,38
36022,56298,53,16841,53,allow,173,94,79,2,29,1,1
36023,55340,53,11264,53,allow,184,94,90,2,30,1,1
36024,57319,53,57319,53,allow,198,90,108,2,29,1,1
36025,39252,53,39252,53,allow,197,90,107,2,29,1,1
36026,39583,53,11422,53,allow,86,86,0,1,30,1,0
36027,64303,53,57962,53,allow,177,94,83,2,29,1,1
36028,55547,53,1923,53,allow,339,94,245,2,30,1,1
36029,56950,53,38998,53,allow,183,86,97,2,29,1,1
36030,64251,53,24532,53,allow,177,94,83,2,30,1,1
36031,56775,53,45440,53,allow,177,94,83,2,30,1,1
36032,27005,1202,59034,1202,allow,865,126,739,2,30,1,1
36033,56896,53,21578,53,allow,177,94,83,2,30,1,1
36034,50263,53,58515,53,allow,771,102,669,2,30,1,1
36035,56509,53,37473,53,allow,1165,94,1071,2,30,1,1
36036,27005,1102,43095,1102,allow,867,126,741,2,30,1,1
36037,48831,443,51436,443,allow,10129,5016,5113,18,120,9,9
36038,60873,53,0,0,allow,86,86,0,1,30,1,0
36039,56583,53,58946,53,allow,177,94,83,2,31,1,1
36040,49701,53,39669,53,allow,197,102,95,2,31,1,1
36041,6881,60026,38643,60026,allow,509,150,359,2,1199,1,1
36042,27988,40005,9616,40005,allow,148,86,62,2,30,1,1
36043,27988,40003,22369,40003,allow,148,86,62,2,30,1,1
36044,37965,44056,39211,44056,allow,158,158,0,1,1199,1,0
36045,53760,443,58528,443,allow,13059,3730,9329,73,3729,32,41
36046,56563,53,56693,53,allow,177,94,83,2,30,1,1
36047,58850,443,9120,443,allow,18715,10778,7937,39,96,16,23
36048,39978,443,47110,443,allow,8030,7064,966,22,30,13,9
36049,60913,80,45601,80,allow,613,539,74,7,15,6,1
36050,42862,443,59113,443,allow,10233,2198,8035,25,81,14,11
36051,38118,443,33958,443,allow,574857,27894,546963,745,57,346,399
36052,57098,53,51101,53,allow,229,94,135,2,30,1,1
36053,50255,53,26984,53,allow,199,102,97,2,30,1,1
36054,50748,443,45400,443,allow,12166,8765,3401,52,561,25,27
36055,51983,443,27301,443,allow,23955,4211,19744,42,46,21,21
36056,9180,443,3139,443,allow,5731,495,5236,14,15,7,7
36057,45458,443,14560,443,allow,7144,4917,2227,36,561,18,18
36058,64251,53,65162,53,allow,177,94,83,2,30,1,1
36059,56038,53,33876,53,allow,177,94,83,2,30,1,1
36060,27988,40005,15276,40005,allow,148,86,62,2,30,1,1
36061,27988,40002,6353,40002,allow,140,78,62,2,30,1,1
36062,50379,53,12803,53,allow,197,102,95,2,30,1,1
36063,62723,443,17496,443,allow,126815,114702,12113,243,86,139,104
36064,50655,80,4984,80,allow,91198,3990,87208,113,19,49,64
36065,51917,26077,8998,26077,allow,70,70,0,2,8,2,0
36066,51919,10298,22024,10298,allow,70,70,0,2,8,2,0
36067,49342,443,27856,443,allow,6944,2404,4540,21,15,10,11
36068,9178,443,33091,443,allow,5731,495,5236,14,15,7,7
36069,58009,80,11441,80,allow,495,192,303,6,21,4,2
36070,56896,53,58642,53,allow,177,94,83,2,30,1,1
36071,27005,1108,29177,1108,allow,873,126,747,2,30,1,1
36072,27005,1305,52487,1305,allow,855,126,729,2,30,1,1
36073,57987,3478,50170,3478,allow,312,140,172,4,30,2,2
36074,64725,53,58713,53,allow,757,102,655,2,30,1,1
36075,50493,443,55037,443,allow,8164,1206,6958,24,139,12,12
36076,49160,38098,52628,38098,allow,676,367,309,6,1200,3,3
36077,27988,40006,7041,40006,allow,148,86,62,2,30,1,1
36078,55084,53,9496,53,allow,177,94,83,2,31,1,1
36079,26081,53,34120,53,allow,75510,75228,282,904,90,902,2
36080,26081,53,4535,53,allow,243667,236247,7420,2897,90,2851,46
36081,19473,12430,61068,12430,allow,491,150,341,2,1200,1,1
36082,48412,443,30459,443,allow,47703,2616,45087,62,120,24,38
36083,62284,443,22217,443,allow,3419,1275,2144,13,135,6,7
36084,37965,51413,62222,51413,allow,158,158,0,1,1200,1,0
36085,21133,39263,6580,39263,allow,323,150,173,2,1200,1,1
36086,57094,443,45074,443,allow,8180,2643,5537,19,121,9,10
36087,64767,443,64767,443,allow,4507,1600,2907,19,31,11,8
36088,50603,443,4652,443,allow,3443,2189,1254,23,72,13,10
36089,60774,40010,46436,40010,allow,316,136,180,6,7,3,3
36090,56639,80,24086,80,allow,234,234,0,4,12,4,0
36091,49270,443,33027,443,allow,10367,2273,8094,43,730,22,21
36092,53702,51413,55761,51413,allow,70,70,0,1,5,1,0
36093,49640,443,18216,443,allow,8607,3608,4999,25,256,14,11
36094,39359,443,36397,443,allow,46113,6913,39200,86,34,41,45
36095,37715,53,37715,53,allow,235,90,145,2,32,1,1
36096,53449,443,9843,443,allow,12474,4810,7664,39,66,19,20
36097,54707,443,60614,443,allow,5826,1199,4627,21,42,11,10
36098,51927,80,21213,80,allow,1945,1002,943,11,20,7,4
36099,49310,53,42489,53,allow,816,102,714,2,30,1,1
36100,50447,53,27142,53,allow,765,102,663,2,30,1,1
36101,49230,53,1845,53,allow,168,86,82,2,31,1,1
36102,55340,53,63068,53,allow,184,94,90,2,31,1,1
36103,58183,445,0,0,drop,70,70,0,1,0,1,0
36104,52018,57866,0,0,deny,66,66,0,1,0,1,0
36105,56101,57470,0,0,deny,66,66,0,1,0,1,0
36106,63060,445,0,0,drop,70,70,0,1,0,1,0
36107,63059,445,0,0,drop,70,70,0,1,0,1,0
36108,41734,57470,0,0,deny,62,62,0,1,0,1,0
36109,58176,445,0,0,drop,70,70,0,1,0,1,0
36110,46859,50584,0,0,deny,62,62,0,1,0,1,0
36111,11821,64147,0,0,deny,146,146,0,1,0,1,0
36112,58457,445,0,0,drop,66,66,0,1,0,1,0
36113,58455,445,0,0,drop,66,66,0,1,0,1,0
36114,6721,37965,0,0,deny,66,66,0,1,0,1,0
36115,63097,44847,0,0,deny,62,62,0,1,0,1,0
36116,1880,57470,0,0,deny,146,146,0,1,0,1,0
36117,6828,64322,0,0,deny,60,60,0,1,0,1,0
36118,53260,36237,0,0,deny,146,146,0,1,0,1,0
36119,58169,445,0,0,drop,70,70,0,1,0,1,0
36120,58168,445,0,0,drop,70,70,0,1,0,1,0
36121,47910,7461,0,0,deny,60,60,0,1,0,1,0
36122,5223,21557,0,0,deny,60,60,0,1,0,1,0
36123,5223,21557,0,0,deny,91,91,0,1,0,1,0
36124,13287,16933,0,0,deny,62,62,0,1,0,1,0
36125,63052,445,0,0,drop,70,70,0,1,0,1,0
36126,26889,50265,0,0,deny,66,66,0,1,0,1,0
36127,7968,2767,0,0,deny,66,66,0,1,0,1,0
36128,63046,445,0,0,drop,70,70,0,1,0,1,0
36129,63043,445,0,0,drop,70,70,0,1,0,1,0
36130,63042,445,0,0,drop,70,70,0,1,0,1,0
36131,61595,50939,0,0,deny,145,145,0,1,0,1,0
36132,58450,445,0,0,drop,66,66,0,1,0,1,0
36133,58163,445,0,0,drop,70,70,0,1,0,1,0
36134,58161,445,0,0,drop,70,70,0,1,0,1,0
36135,62937,30975,0,0,deny,185,185,0,1,0,1,0
36136,58446,445,0,0,drop,66,66,0,1,0,1,0
36137,58442,445,0,0,drop,66,66,0,1,0,1,0
36138,58445,445,0,0,drop,66,66,0,1,0,1,0
36139,58436,445,0,0,drop,66,66,0,1,0,1,0
36140,58439,445,0,0,drop,66,66,0,1,0,1,0
36141,58435,445,0,0,drop,66,66,0,1,0,1,0
36142,58440,445,0,0,drop,66,66,0,1,0,1,0
36143,10243,36237,0,0,deny,62,62,0,1,0,1,0
36144,1054,57470,0,0,deny,62,62,0,1,0,1,0
36145,45941,23386,0,0,deny,60,60,0,1,0,1,0
36146,63036,445,0,0,drop,70,70,0,1,0,1,0
36147,63033,445,0,0,drop,70,70,0,1,0,1,0
36148,63032,445,0,0,drop,70,70,0,1,0,1,0
36149,63029,445,0,0,drop,70,70,0,1,0,1,0
36150,58157,445,0,0,drop,70,70,0,1,0,1,0
36151,50675,56205,0,0,deny,66,66,0,1,0,1,0
36152,62765,16933,0,0,deny,66,66,0,1,0,1,0
36153,52914,37965,0,0,deny,66,66,0,1,0,1,0
36154,37837,37965,0,0,deny,62,62,0,1,0,1,0
36155,993,16279,0,0,deny,129,129,0,1,0,1,0
36156,58155,445,0,0,drop,70,70,0,1,0,1,0
36157,58973,57470,0,0,deny,62,62,0,1,0,1,0
36158,52740,51505,0,0,deny,66,66,0,1,0,1,0
36159,41756,56205,0,0,deny,62,62,0,1,0,1,0
36160,9494,23,0,0,deny,60,60,0,1,0,1,0
36161,63765,51221,0,0,deny,62,62,0,1,0,1,0
36162,63027,445,0,0,drop,70,70,0,1,0,1,0
36163,63022,445,0,0,drop,70,70,0,1,0,1,0
36164,63026,445,0,0,drop,70,70,0,1,0,1,0
36165,58430,445,0,0,drop,66,66,0,1,0,1,0
36166,58151,445,0,0,drop,70,70,0,1,0,1,0
36167,63020,445,0,0,drop,70,70,0,1,0,1,0
36168,58426,445,0,0,drop,66,66,0,1,0,1,0
36169,58424,445,0,0,drop,66,66,0,1,0,1,0
36170,58422,445,0,0,drop,66,66,0,1,0,1,0
36171,53218,56205,0,0,deny,66,66,0,1,0,1,0
36172,35722,30188,0,0,deny,62,62,0,1,0,1,0
36173,58420,445,0,0,drop,66,66,0,1,0,1,0
36174,32051,37965,0,0,deny,62,62,0,1,0,1,0
36175,63015,445,0,0,drop,70,70,0,1,0,1,0
36176,26758,50584,0,0,deny,66,66,0,1,0,1,0
36177,12031,36237,0,0,deny,66,66,0,1,0,1,0
36178,63008,445,0,0,drop,70,70,0,1,0,1,0
36179,63007,445,0,0,drop,70,70,0,1,0,1,0
36180,65529,35440,0,0,deny,62,62,0,1,0,1,0
36181,58138,445,0,0,drop,70,70,0,1,0,1,0
36182,52836,36829,0,0,deny,66,66,0,1,0,1,0
36183,58409,445,0,0,drop,66,66,0,1,0,1,0
36184,58135,445,0,0,drop,70,70,0,1,0,1,0
36185,57368,7302,0,0,deny,66,66,0,1,0,1,0
36186,59563,30188,0,0,deny,66,66,0,1,0,1,0
36187,61278,56205,0,0,deny,66,66,0,1,0,1,0
36188,63527,50584,0,0,deny,66,66,0,1,0,1,0
36189,58402,445,0,0,drop,66,66,0,1,0,1,0
36190,62992,445,0,0,drop,70,70,0,1,0,1,0
36191,58131,445,0,0,drop,70,70,0,1,0,1,0
36192,58129,445,0,0,drop,70,70,0,1,0,1,0
36193,45941,23388,0,0,deny,60,60,0,1,0,1,0
36194,40005,36237,0,0,deny,62,62,0,1,0,1,0
36195,26448,9192,0,0,deny,145,145,0,1,0,1,0
36196,58127,445,0,0,drop,70,70,0,1,0,1,0
36197,58399,445,0,0,drop,66,66,0,1,0,1,0
36198,51320,37965,0,0,deny,62,62,0,1,0,1,0
36199,14997,57470,0,0,deny,72,72,0,1,0,1,0
36200,58392,445,0,0,drop,66,66,0,1,0,1,0
36201,48660,21622,0,0,deny,143,143,0,1,0,1,0
36202,58387,445,0,0,drop,66,66,0,1,0,1,0
36203,50264,443,29730,443,allow,430,60,370,7,24,2,5
36204,43310,80,46970,80,allow,811,671,140,6,32,4,2
36205,14102,80,14102,80,allow,722,300,422,11,158,5,6
36206,45846,443,37447,443,allow,4819,829,3990,15,40,8,7
36207,57987,80,45212,80,allow,2803,1625,1178,16,21,9,7
36208,57031,53,13224,53,allow,711,87,624,2,30,1,1
36209,34784,53,61391,53,allow,168,78,90,2,30,1,1
36210,55655,63670,50631,63670,allow,70,70,0,1,5,1,0
36211,61489,443,63810,443,allow,4624,1191,3433,23,75,14,9
36212,51964,443,28760,443,allow,54794,16744,38050,82,71,42,40
36213,64396,53,52154,53,allow,349,91,258,2,30,1,1
36214,61091,443,61091,443,allow,18924,5378,13546,33,18,19,14
36215,65486,53,11134,53,allow,760,97,663,2,30,1,1
36216,55905,53,39225,53,allow,754,94,660,2,30,1,1
36217,56583,53,53516,53,allow,170,87,83,2,31,1,1
36218,55508,53,1825,53,allow,814,110,704,2,30,1,1
36219,59892,443,22013,443,allow,1813,1004,809,16,28,8,8
36220,49712,53,29972,53,allow,172,88,84,2,30,1,1
36221,65361,53,33877,53,allow,760,97,663,2,30,1,1
36222,59890,443,5968,443,allow,1401,864,537,12,28,6,6
36223,50390,53,29650,53,allow,772,103,669,2,30,1,1
36224,55466,53,2778,53,allow,170,87,83,2,30,1,1
36225,59887,443,6975,443,allow,1576,973,603,14,28,7,7
36226,59891,443,7306,443,allow,1813,1004,809,16,28,8,8
36227,50601,443,53899,443,allow,5035,3194,1841,23,72,12,11
36228,59881,443,61673,443,allow,302,120,182,6,31,3,3
36229,57400,443,4312,443,allow,10169,1957,8212,26,136,11,15
36230,40309,443,48693,443,allow,51588,40242,11346,107,418,53,54
36231,51913,52188,11778,52188,allow,70,70,0,2,8,2,0
36232,62344,80,50382,80,allow,1892,583,1309,12,16,6,6
36233,57843,443,8894,443,allow,130,70,60,2,15,1,1
36234,50277,443,65171,443,allow,268,120,148,5,11,3,2
36235,49254,53,31955,53,allow,814,110,704,2,30,1,1
36236,49690,53,24171,53,allow,216,110,106,2,30,1,1
36237,47994,443,47994,443,allow,4485,1578,2907,19,28,11,8
36238,60659,443,57729,443,allow,8175,3047,5128,26,165,12,14
36239,56596,53,38999,53,allow,188,96,92,2,31,1,1
36240,60899,7275,19563,7275,allow,2875,449,2426,12,16,7,5
36241,49302,443,39111,443,allow,454,262,192,8,27,5,3
36242,59888,443,28259,443,allow,1401,864,537,12,28,6,6
36243,59884,443,34275,443,allow,1401,864,537,12,28,6,6
36244,56858,32330,62382,32330,allow,70,70,0,2,8,2,0
36245,45964,59999,45964,59999,allow,60,60,0,1,5,1,0
36246,59889,443,31832,443,allow,1576,973,603,14,28,7,7
36247,55658,45261,61900,45261,allow,70,70,0,1,5,1,0
36248,59885,443,10109,443,allow,1401,864,537,12,28,6,6
36249,60884,443,60884,443,allow,4918,1626,3292,17,17,10,7
36250,41247,80,40368,80,allow,78,78,0,1,5,1,0
36251,50493,443,36062,443,allow,2147464,35144,2112320,1951,72,540,1411
36252,61273,443,61273,443,allow,8480,2451,6029,21,17,12,9
36253,49901,53,7736,53,allow,272,122,150,2,30,1,1
36254,64857,53,57218,53,allow,332,104,228,2,30,1,1
36255,56038,53,40412,53,allow,170,87,83,2,30,1,1
36256,49234,53,23533,53,allow,206,97,109,2,30,1,1
36257,49989,53,26196,53,allow,346,111,235,2,30,1,1
36258,49690,53,35001,53,allow,216,110,106,2,30,1,1
36259,65111,443,62828,443,allow,3255,1259,1996,13,135,7,6
36260,57366,53,36112,53,allow,711,87,624,2,31,1,1
36261,54956,53,35292,53,allow,711,87,624,2,31,1,1
36262,47595,33440,0,0,allow,106,106,0,1,61,1,0
36263,57348,443,25316,443,allow,13048,4976,8072,40,140,18,22
36264,52850,443,50911,443,allow,4982,3414,1568,19,362,9,10
36265,57218,53,55252,53,allow,789,110,679,2,31,1,1
36266,49414,53,16481,53,allow,770,102,668,2,31,1,1
36267,49929,53,13431,53,allow,260,124,136,2,31,1,1
36268,56464,53,12940,53,allow,170,87,83,2,31,1,1
36269,49862,53,62626,53,allow,744,89,655,2,31,1,1
36270,50178,53,23159,53,allow,758,96,662,2,31,1,1
36271,56420,443,5096,443,allow,9876,5607,4269,66,122,35,31
36272,42555,443,40081,443,allow,14262,5874,8388,31,138,15,16
36273,49191,53,32868,53,allow,186,95,91,2,31,1,1
36274,52838,443,32099,443,allow,207289,9233,198056,234,136,83,151
36275,22300,51505,0,0,deny,66,66,0,1,0,1,0
36276,58922,57470,0,0,deny,66,66,0,1,0,1,0
36277,58120,445,0,0,drop,70,70,0,1,0,1,0
36278,4760,44847,0,0,deny,62,62,0,1,0,1,0
36279,33627,36237,0,0,deny,66,66,0,1,0,1,0
36280,58118,445,0,0,drop,70,70,0,1,0,1,0
36281,60754,53,60754,53,allow,198,90,108,2,30,1,1
36282,49300,5228,46650,5228,allow,12589,6479,6110,172,4146,86,86
36283,52853,443,45061,443,allow,130,70,60,2,15,1,1
36284,60943,443,53022,443,allow,4960,896,4064,14,18,8,6
36285,49690,53,62022,53,allow,322,110,212,4,30,2,2
36286,49690,53,31414,53,allow,216,110,106,2,30,1,1
36287,9160,443,28992,443,allow,5727,491,5236,14,15,7,7
36288,43934,443,29568,443,allow,2548,1257,1291,15,416,8,7
36289,55240,443,28397,443,allow,6902,1936,4966,22,45,11,11
36290,52802,53,8957,53,allow,350,210,140,6,14,4,2
36291,53139,50285,41730,50285,allow,320,140,180,6,6,3,3
36292,53721,8999,32848,8999,allow,320,140,180,6,6,3,3
36293,38261,443,49964,443,allow,134,60,74,3,4,2,1
36294,9136,80,1532,80,allow,908,842,66,7,15,6,1
36295,49178,53,11567,53,allow,822,102,720,2,29,1,1
36296,50379,53,49959,53,allow,197,102,95,2,29,1,1
36297,57610,443,60687,443,allow,4327,674,3653,14,25,8,6
36298,49339,80,8376,80,allow,1467,361,1106,10,15,5,5
36299,49839,443,39363,443,allow,17843,13076,4767,27,134,17,10
36300,54819,443,51134,443,allow,8093,1263,6830,25,39,13,12
36301,55241,443,32846,443,allow,8080,2630,5450,24,45,12,12
36302,54708,443,18474,443,allow,5702,1143,4559,21,41,12,9
36303,60513,443,43919,443,allow,9047,2015,7032,25,39,13,12
36304,54709,443,26640,443,allow,5493,933,4560,18,41,9,9
36305,53695,21965,20178,21965,allow,2044,1143,901,19,16,9,10
36306,52801,443,38731,443,allow,8308,3201,5107,36,1401,19,17
36307,53704,15000,63052,15000,allow,70,70,0,1,4,1,0
36308,57210,8525,57210,8525,allow,138,78,60,2,5,1,1
36309,9161,443,17981,443,allow,5658,501,5157,14,15,7,7
36310,1558,80,1558,80,allow,6377,703,5674,13,15,6,7
36311,50650,80,8138,80,allow,129929,6216,123713,164,21,74,90
36312,54033,443,63656,443,allow,190,70,120,4,15,2,2
36313,49187,2710,40478,2710,allow,70,70,0,2,7,2,0
36314,34951,443,13510,443,allow,3308,2109,1199,30,751,16,14
36315,51961,443,43999,443,allow,6913,1658,5255,22,17,12,10
36316,57986,443,51773,443,allow,124014,6270,117744,175,27,69,106
36317,48740,443,37273,443,allow,7868,2194,5674,26,36,13,13
36318,42881,443,29777,443,allow,134,60,74,3,4,2,1
36319,51820,80,11900,80,allow,366,240,126,7,25,5,2
36320,53703,16426,38652,16426,allow,70,70,0,1,4,1,0
36321,60706,443,17990,443,allow,4974,836,4138,16,40,8,8
36322,50605,443,56643,443,allow,1766,975,791,15,71,9,6
36323,49852,53,8412,53,allow,94,94,0,1,29,1,0
36324,64766,53,31618,53,allow,195,102,93,2,29,1,1
36325,56835,53,56114,53,allow,177,94,83,2,29,1,1
36326,38264,443,28661,443,allow,134,60,74,3,4,2,1
36327,65264,53,15709,53,allow,178,94,84,2,29,1,1
36328,55084,53,64405,53,allow,177,94,83,2,29,1,1
36329,49230,53,46684,53,allow,168,86,82,2,30,1,1
36330,50255,53,25168,53,allow,199,102,97,2,29,1,1
36331,53306,53,0,0,allow,86,86,0,1,29,1,0
36332,55656,31165,38946,31165,allow,70,70,0,1,5,1,0
36333,40701,5223,47765,5223,allow,5723,1105,4618,27,473,10,17
36334,44583,443,45015,443,allow,6834,3797,3037,48,97,23,25
